khach_cmt,rating,shop_phan_hoi,shop,dvvc,sản phẩm
chất liệu phù hợp với giá,4,cảm ơn anh chị thaobao1410 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,2
chất hơi cứng,4,cảm ơn anh chị phamhuongquynh86 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,2
"mỏng hơn so với mong đợi, tạm ổn",4,cảm ơn anh chị nhatsam1105 đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
vải thì được nhưng cổ áo may hơi rộng,4,cảm ơn anh chị i*_ đã tin tưởng mua hàng và dành thời gian đánh giá giúp shop. anh chị ấn theo dõi (folow) shop để nhận được nhiều thông tin ưu đãi hơn nhé! rất hi vọng được đồng hành và phục vụ anh chị trong những đơn hàng tiếp theo ạ 💝,0,0,1
"thật lòng cảm thấy vải không đẹp, có lẽ mình không mua loại này nữa, vải hơi cứng và chất thun không mịn",4,“cám ơn bạn đã ủng hộ và dành thời gian đánh giá sản phẩm. hy vọng binie shop lại có dịp tiếp đón bạn những lần sau 😊 chúc bạn và gia đình thật nhiều sức khoẻ và may mắn trong cuộc sống nhé!” 💌,0,0,1
"shop giao hàng nhanh, đủ và đúng màu đúng size, hình trên quần áo dễ thương, nhưng mình hơi bị thất vọng vải mỏng quá, vải này không biết giặt máy thì được bao lâu ",4,"trong phần thông tin sản phẩm, shop em có nêu rõ chi tiết về chất liệu là vải coton “mềm mịn, mỏng mát, thấm hút mồ hôi tốt” cho bé cả ngày hoạt động, vui chơi,…mà vẫn thoải mái. dòng sản phẩm này shop em đã bán trên 2 năm và con em cũng đang mặc hàng ngày, chị giặt máy bình thường, không phải lo bị dão, ra màu hay bong tróc đâu… chị yên tâm sử dụng ạ 😊 để shop em phục vụ tốt hơn, đơn hàng sau chị có thể ib trước để nhân viên tư vấn về sản phẩm phù hợp hơn với nhu cầu của chị nhé. chân thành cám ơn chị đã ủng hộ shop. chúc chị cùng gia đình nhiều sức khỏe, niềm vui và may mắn trong cuộc sống ♥️",1,1,1
hàng ổn,4,,0,0,2
chất vải không đẹp lắm,4,“cám ơn bạn đã ủng hộ và dành thời gian đánh giá sản phẩm. hy vọng binie shop lại có dịp tiếp đón bạn những lần sau 😊 chúc bạn và gia đình thật nhiều sức khoẻ và may mắn trong cuộc sống nhé!” 💌,0,0,1
"áo màu đỏ ra màu nhiều nên khi các mom mua nên cân nhắc, bàn chải cho bé thì cứng quá, đồ chơi thì không hài lòng cho lắm",4,,0,0,1
chất áo nilon pha chán lắm. Nói chug tầm tiền như này cũng không mong đợi nhiều. tiền nào chất lượng như vậy thôi. ,4,,0,0,1
"áo chất nóng, màu sắc mặt trong và ngoài khác nhau giống được nhuộm",4,,0,0,1
không biết là áo bị rách sẵn hay do vận chuyển. mua mấy lần rồi nhưng lần này áo bị rách.thôi có 1k nên cũng không đòi hỏi gì.,4,,0,0,1
"hàng y hình giá rẻ nên thế thôi không đòi hỏi gì hơn, chất không thấm nước, chỉ may không lại mũi bị tuột chỉ ngay lần đầu mặc",4,,0,0,1
giao hàng nhanh nhận được sản quá thất vọng như cái giẻ lau sẽ không bao giờ quay lại chán chán chán chán chán chán chán ,4,,0,1,1
"có cái chất ok, có cái chất nóng chất lượng sản phẩm tuyệt vời, đóng gói cẩn thận, giao hàng nhanh",4,,0,1,1
"hàng như hình giá rẻ nên thế thôi không đòi hỏi gì hơn, chỉ may ẩu tuột chỉ ngay lần đầu mặc chất tạm được",4,,0,0,2
nhìn ảnh và video thì mọi người có thể biết chất liệu như thế nào rồi đấy săn sale 1k nên không đòi hỏi thêm ,4,,0,0,2
"sản phẩm y hình,tuy vải hơi khô bé mình 11.5kg bận vừa y mom nào đặt nhớ lấy lên 1 size",4,,0,0,2
"vải không hút mồ hôi, đường may xấu không đều vì mua deal 1k nên cũng không tiếc cho shop 4* thôi",4,,0,0,1
mua không cho được cây bao đựng. cuốn lại vô gói nhìn quê quê kiểu gì ấy. chán bớt 1 sao. ,4,,0,0,1
màu hồng khác ảnh trông choé và đậm hơn ảnh nhiều màu vàng xanh thì đẹp,4,,0,0,1
shop gọi điện báo nhầm và nay mới có thời gian sửa đánh giá giúp shop ạ,4,,1,0,0
"nhìn ảnh thì hồng nhạt, nhưng lúc nhận thì màu đậm và choé hơn",4,,0,0,2
vải đẹp nhưng mình giặt lần đầu thấy hơi ra màu . . .,4,,0,0,1
giá rẻ nên chất vải cũng như giá. màu như hình. không ưng lắm. hihe,4,,0,0,1
chất vải rất thường không mát mua flashsale chứ bình thường nên mua nhé,4,,0,0,2
áo này đường may thô quá vải cũng không đẹp cho lắm .,4,,0,0,1
quần này mặc mùa hè hơi nóng. giặt phai màu rất nhiều,4,,0,0,2
săn được giá 1k nên không đòi hỏi gì hơn. chất vải chắc giặt được 1 lần thì làm giẻ lau,4,,0,0,2
"màu xanh thì vải mỏng, trắng thì dày dặn hơn, giá rẻ nên không đòi hỏi gì nhiều",4,,0,0,1
"hàng đẹp nha, nhưng mà chán bên vận chuyển lắm",4,,0,1,1
áo này thì chất không đẹp,4,,0,0,1
áo mỏng . mát . nhưng màu trắng hơi ố . tẩy hoài không ra . tạm được vì rẻ,4,,0,0,1
"áo size từ 8-10kg mà bé mình 9kg, mặc nhỏ chút xíu, y như size áo s, hàng rẻ nhưng thất vọng vì size không đúng như mô tả",4,,0,0,1
với giá niên yết 20k thì không ổn rồi. phí vận chuyển nữa thì thôi mua gần nhà dễ lựa dễ chọn. dù sao cũng cảm ơn shop vì mua được 1k.,4,,0,0,2
áo khá ổn nhưng mình thấy chất nóng mặc những hôm thời tiết mát mẻ. màu không sáng như hình chuẩn size,4,,0,0,1
"vì rẻ nên mình không đòi hỏi. vải mỏng, giãn, có lẽ sẽ mát nhưng trừ 1 sao là do đặt 2 loại 2 giá khác nhau nhưng áo không khác gì nhau",4,,0,0,1
"chất vải khá nóng, không thấm hút mồ hôi mấy. nhưng so với giá tiền thì quá ok ạ. ",4,,0,0,2
"giao hàng nhanh đủ hàng, chất lượng thì bình thường, sản phẩm không giống hình, tiền nào của nấy",4,,0,1,2
"chưa hài lòng lắm, 3 cái áo 3 chất vải khác nhau, 1 cái bị lỗi may dính ở gấu áo.",4,,0,0,1
"áo coton nilon, bí, nóng nhưng mua ở flash sale nên chất lượng ok giá tiền",4,,0,0,1
chất lượng sản phẩm tuyệt vời. đóng gói sản phẩm đẹp và chắc chắn.,4,,0,0,2
"giao hàng nhanh, đóng gói cẩn thận, chất lượng áo không tốt lắm",4,,0,1,1
"áo mua 1 size mà cái lớn cái bé, cái mỏng cái dày. nói chung mua cho bé mặc mát thay đổi trong mùa hè.",4,,0,0,1
"áo cổ rộng, mỏng, vải mát, vừa với bé 16kg 4 tuổi và bé 8kg 8 tháng size 3",4,,0,0,1
áo vải mỏng xấu khỏi nói nhưng giá rẻ nên cũng chấp nhận tiền nào của nấy,4,,0,0,1
ok,4,,0,0,1
"chất lượng phù hợp với giá cả. mình thấy cũng oke. tuy nhiên vải ra màu quá nhiều, may mà mình giặt riêng nên không bị lem ra các quần áo khác. shop nên dặn trước khách để giặt riêng, chứ nếu không bị lem vào đồ khác là shop sẽ bị đánh sao thấp. ",4,,0,0,1
áo phù hợp giá tiền. ,4,,0,0,1
"vải đẹp phù hợp với giá tuy nhiên mình mua 2 quần rách gối 1 quần chất thì đẹp, mịn, co giãn 1 cái mỏng mặc vào đã nhão, vải quá xấu",4,,0,0,2
"về chất liệu thì ok,với mức giá này mình không đòi hỏi gì thêm.nhưng về màu sắc thì mình không hài lòng,vì mình mua mỗi mẫu 2 cái,đã lưu ý shop là lấy khác màu cho mình,vậy mà shop lại lấy trùng màu hết.mua rất nhiều lần trên shopee nhưng đây là lần đầu tiên mình không hài lòng.",4,,1,0,2
"hàng tạm được,áo trong hình có tem,nhìn thun trong hình dày dặn đẹp,nhưng khi nhận hàng áo không có tem,chất mỏng hơn hàng bán vỉa hè",4,,0,0,1
"vừa,giao hàng nhanh,tuy nhiên chất nóng",4,,0,1,0
"nhận được áo mà buồn ạ. chất vải bị xù, dễ bai. .",4,,0,0,1
"tiền nào vải nấy, mua có 1k thôi không thì chất lượng cũng như thế ",4,,0,0,2
áo hơi dơ. ,4,,0,0,1
áo hơi mỏng nhưng dù sao cũng cho shop vì hàng 1k,4,,0,0,1
vải mẫu áo này hơi xấu không được đẹp.,4,,0,0,2
đồ ổn so với giá. giao hàng chậm. ,4,,0,1,1
tiền nào của đó,4,,0,0,1
sản phẩm ok,4,,0,0,2
"chất áo màu hồng mềm hơn, áo màu đỏ chất hơi cứng",4,,0,0,1
"màu xanh thì dày, màu đen thì mỏng quá",4,,0,0,1
vải quá mỏng không như mong đợi,4,,0,0,1
"áo trắng đẹp, áo đen vải xấu",4,,0,0,1
"cổ hơi rộng, không đều nhau ạ",4,,0,0,2
vải mỏng size hơi to,4,,0,0,1
áo trắng bị lủng lỗ,4,,0,0,1
bị đỗ lông ,4,,0,0,1
chất vải tùy theo từng màu cái dày cái mỏng,4,,0,0,2
áo hồng mỏng vải không được ok ,4,,0,0,1
sản phẩm phù hợp với giá tiền. giao đủ hàng.,4,,1,0,1
phù hợp với giá 10k,4,,0,0,2
"chất vải oke, phù hợp với giá tiền",4,,0,0,2
"cũng được, hàng ok",4,,0,0,2
sợ nên mua,4,,0,0,1
hợp giá tiền chất mát nhưng hơi nhỏ,4,,0,0,2
"chất liệu được, mua sale 1k",4,,0,0,1
tiền nào của đó. tạm được.,4,,0,0,2
vải mỏng size nhỏ so với thực tế,4,,0,0,1
quần áo chất không đẹp đâu màu không giống màu shop giới thiệu hơi thất vọng nhưng kiểu giá rẻ nên lượt mua cũng nhiều mọi người cân nhắc nhé,4,,0,0,2
hàng chất lượng hơi mỏng. đóng gói đẹp giao hàng nhanh,4,,0,1,1
hàng không giống hình cho lắm. mình tưởng hồng nhạt vì không có phân loại hóa ra hồng cánh sen . săn được rẻ nên cũng tạm cho 4 sao. giao hàng nhanh.,4,,0,1,1
chuẩn bị hàng và giao hàng nhanh nhưng quần thêu lỗi không chấp nhận được,4,,0,1,2
màu hồng đậm hơn trên ảnh hic hic nhưng mà chất cũng ok giao hàng khá là nhanh,4,,0,1,2
sản phẩm bình thường. Nói chung giá sale 2k rẻ nên thế là quá ok rồi.,4,,0,0,1
chất vải không đẹp lắm. mình săn sale 15k cả ship. giá rẻ nên chất lượng tương đương.,4,,0,0,2
đặt 2 cái màu ghi giốg nhau nhưng 1 cái lại ghi đậm 1 cái ghi nhạt giao nhanh,4,,0,1,1
"giao hàng j&t hơi lâu, chờ gần cả tháng, shop chuẩn bị hàng nhanh",4,,1,1,0
rẻ tiền quần khô cứng không nên mua hình ảnh mang tính chất minh họa,4,,0,0,1
màu hồng mình lấy size 3 và màu xám lấy size 4 nhưng cũng chưa hiểu size 3 và 4 khác nhau ở điểm nào.,4,,0,0,2
"vải thô cứng quá, không muốn cho bé mặc, rẻ cũng không nên mua màu sắc gần giống hình, không tem nhãn phù hợp giá tiền",4,,0,0,1
giao hàng khá nhanh vải khá mỏng nhưng với giá như này là ok rồi mặc mua thử là ok nha,4,,0,1,1
dịch nên giao hàng lâu quá. nhận được hàng thì cũng ưng vì tiền nào giá đó thôi ạ. màu hồng sặc sỡ quá thôi,4,,0,0,1
giao hàng lâu đủ số lượng và quần đẹp lắm có chút chỉ thừa thôi,4,,0,0,2
đặt màu tím than giao màu xanh đen. shop để theo kg là không ổn. đặt theo kg mà không đo chiều dài chân là bị dài thòn lòn luôn. bé mình kéo tới vú mới vừa chiều dài haiz. mua 1k +ship là 15k500đ nên thôi không đổi trả làm gi. ,4,,0,0,1
"mình mua thử cả size 3 và 4 thì cái size 3 lại dài hơn size 4,ống quần thì nhỏ nên mặc cho bé hơi khó! vải dày dặn nhưng hơi cứng, không giãn nha nên các mẹ tăng size lên nhé! ",4,,0,0,2
"quần hồng đắt hơn mà lại ngắn hơn và mỏng hơn quần xám.quần xám mình thấy dày dặn hơn nhưng lại quá dài, cùng 1 size quần mà cái dài cái ngắn nhìn đã chán.mua đồ shopee đúng hên xui,thất vọng quá",4,,0,0,2
màu hồng đậm không giống với trên ảnh của shop. chất vải mỏng hơi cứng. nhưng mua sale giá 1k nên tạm chấp nhận được. shop giao hàng nhanh,4,,0,1,0
quần vải cứng và dây thun nhỏ mặc siết bụng mà đồ rẻ thì chịu thôi áo len cái trắng vải khô cứng còn cái hồng thì mềm ,4,,0,0,2
"sản phẩm ok , chất liệu trẻ con mặc hơi cứng một chút. nói chung là vẫn đánh giá ok cho shop",4,,0,0,2
"mua 2 cái. 1 cái dày, 1 cái mỏng, kiểu shop bốc hên xui á. cái màu hồng vải mỏng thì chớ lại còn bị bung chỉ ở đũng",4,,0,0,1
"chất dày nhưng hơi cứng, giao đúng màu đúng size. săn 1k nên chấp nhận được nhưng giặt ra màu ác quá shop ạ",4,,0,0,1
"quần legging thỏ cute cho bé gái quần hình dễ thương nhưng vải thô cứng, mua giá sale nên tạm chấp nhận",4,,0,0,2
trừ 1 sao vì 2 cái quần màu tím mình mua cùng size mà mà cái lại khác màu và ngắn hơn. shop để ý lần sau nhé,4,,0,0,2
"shop để ảnh thật ở giữa, mấy hình đầu không đúng sản phẩm. bán deal 1k thì chấp nhận được",4,,0,0,2
giao hàng nhanh chóng giá sale rẻ. vải hơi cứng không co giãn mấy gói hàng cẩn thận,4,,0,1,0
"quần mỏng lắm, nhưng giá rẻ thì cũng không đòi hỏi nhiều.mặc mùa thu được thôi",4,,0,0,2
