khach_cmt,rating,shop_phan_hoi,shop,dvvc,sp
"cũng tàm tạm thôi ,",3,shop xin cám ơn những góp ý của bạn để shop có thể cải thiện sản phẩm của mình được tốt hơn ạ. mong bạn tiếp tục theo dõi và ủng hộ cho shop ạ,0,0,1
mình phải nhìn nhận lại shop các bạn tham khảo,3,"chào rqdr3k9h0i xin cám ơn đánh giá của bạn. chúng tôi rất vui vì bạn đã tin tưởng sử dụng sản phẩm của shop. chúng tôi luôn hy vọng mang lại sự hài lòng cho quý khách hàng, chúc bạn luôn vui vẻ và tiếp tục ủng hộ shop ạ!",1,0,0
mẫu quần không giống hình,3,dạ sản phẩm có vấn đề gì vậy b,0,0,2
to  lắm mọi người,3,"chào bạn!hàng của shop đều được kiểm tra kỹ càng và đóng gói cẩn thận trước khi gửi đi, bạn vui lòng quay lại video r gửi qua ib cho shop ạ, nếu lỗi bên mình thì bên mình sẽ có trách nhiệm đổi trả fre phí cho bạn ạ !",0,0,2
"quá rộng lại ngắn, hơi bẩn 1 vài chỗ",3,"sản phẩm của shop bán ra đều được đổi trả với mọi lý do , do vậy b check ib để shop tư vấn và hỗ trợ ạ !",0,0,2
quần quá to và minh không mặc vừa ,3,b check ib shop để được hỗ trợ nha,0,0,2
ổn,3,"kb sản phẩm bên mình có cấn đề gì, mong bạn góp ý nho nhỏ với shop để shop khắc phục nè. b sửa lại đánh giá giúp mình nha",0,0,1
đồ hơi xấu,3,"xin lỗi đã đem đến trải nghiệm chưa tốt cho bạn, mong được phục vụ bạn lần sau tốt hơn ạ",0,0,1
tạm,3,"dạ sản phẩm có vấn đề gì vậy b, b check ib shop để được shop hỗ trợ",0,0,2
chán shop ghê,3,"chào b,b vui lòng check ib của shop để được hỗ trợ nhé",1,0,0
hơi rộng,3,,0,0,2
quần bị tuật chỉ được là giao hàng nhanh,3,b ơi sản phẩm bên mình có vấn đề gì b ib shop để được hỗ trợ thêm nha,0,0,2
màu quần thì giống còn cái kiểu khác hoàn toàn hơi thất vọng,3,,0,0,2
mua màu xanh trơn nhưng vải không khác gì màu trắng,3,,0,0,1
hàng ok nha,3,,0,0,2
mình 1m7 75kg size to nhất bị chật kha khá. lần sau shop sửa size chart lại cho chuẩn nhé.,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ anh ạ ^!,0,0,1
quần chất lượng kém kinh khủng luôn chưa gì đã bị kéo chỉ ở phần chun nhưng giá thế này cũng không đòi hỏi gì nhiều,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ anh ạ ^!,0,0,2
"thời gian giao hàng rất rất lâu. chất không đẹp. vải không thấm mồ hôi, mặc mùa đông thì ok chứ mùa hè khó chịu. cần cân nhắc  trước khi mua.",3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,2
hàng chất lượng ổn. chất lượng ok. đóng gói được . ok ok ok,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,1
chuẩn bị hàng quá lâu không giải đáp thắc mắc cho người mua lại đỗ lỗi do khu mình có dịch nhưng sự thật là thiếu hàng ( mặc dù có viết giấy xl) nhưng lúc đầu quá tất trách mình không thích cách làm việc này của shop. vải quần bình thường phù hợp với giá tiền,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,1,0,0
giá cao mà chất lượng vải xấu quá không như hình ảnh quảng cáo. buồn.,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,2
đóng gói khá ok nhưng chất lượng sản phẩm chưa được tốt,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,2
"vải ok, nhưng form thấy hơi chật, quần bt mình mua ngoài size xl vừa, mà ở đây 2xl vẫn bó. mọi người tick size lớn hơn xíu",3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,2
"sản phầm đóng gói nhưng bị rách tờ thông tin bên ngoài, cứ như đã bị ai bóc ra rồi ý",3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,1
bị sức chỉ ngay đai thun,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,2
đặt 2xl mà giao 3xl,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,1,0,0
hàng đúng theo mẫu,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,1,0,0
tiền ship bằng tiền sản phẩm. quá cao.,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,1,0
cứ bắt người ta ra lấy hàng,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,1,0
có đúng cái cạp quần đẹp còn đâu rất tệ,3,"dạ thực sự là cho shop gửi xin lỗi tới a trang ạ và shop rất xin lỗi vì a mặc chưa được vừa a vui lòng inbox shop hướng dẫn a đổi size cho a nha. bên e cảm ơn các góp ý, bên e sẽ cải thiện. cảm ơn a nhiều lắm luôn ạ. chúc a thật nhiều sức khỏe, niềm vui ạ! :b :b :b",0,0,2
khá tốt,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,2
không đúng size hơi bé,3,đầu tiên shop cảm ơn sự góp của a ạ a kiểm tra inbox shop xử lý cho a ạ. cảm ơn a nhiều lắm ạ shop mong nhận được sự hài lòng nhất từ bạn ạ ^!,0,0,1
ok,3,cảm ơn sự phản hồi của bạn. có điều gì bạn có thể inbox shop xử lý nhé. shop mong nhận được sự hài lòng nhất từ bạn!,0,0,1
"sản phẩm shop giao hàng đầy đủ mà mỗi cái là shop giao tận 2 cái màu đen thay vì 1 màu xanh và 1 màu đen, hộp thì hơi cũ. tạm chấp nhận cái này mọi người nên nhắn tin hỏi shop trước chứ để shop giao trùng màu hết",3,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",1,1,1
"đai quần nhận được không giống hình, quần màu xám đai quần màu xanh dương nhạt nhìn xấu.",3,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",0,0,2
hơi nhàu. chất liệu vải co giãn tốt. đóng hộp đẹp.,3,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",0,0,2
"hàng chất thun cũng ok chưa dùng nên chưa biết chất lượng thế nào, không thích cái lưng thun",3,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. nếu bạn nhận hàng mặc không vừa hoặc shop giao nhầm size, hãy nhắn tin lại cho shop để shop hướng dẫn bạn trả hàng hoặc hoàn tiền cho bạn nha!",0,0,2
giá cả tương ứng với sản phẩm,3,với bạn 3 sao là bình thường ạ ! shop cảm ơn đánh giá của bạn.,0,0,1
quần thừa nhiều chỉ quá shop ơi,3,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",0,0,2
hình ảnh mang tính chất nhận xu,3,"shop xin chân thành cảm ơn bạn đã tin tưởng mua hàng và đánh giá tốt cho sản phẩm bên shop. bạn nhớ bấm ""𝐅𝐎𝐋𝐎𝐖 𝐒𝐇𝐎𝐏"" ( theo dõi shop ) để nhận ngay 𝐕𝐎𝐔𝐂𝐇𝐄𝐑 giảm giá 100k cho lần mua tiếp theo và nhận được nhiều ưu đãi mới nhất nha ! - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai, bộ đồ bé gái",0,0,0
"đã nhận được hàng, hộp 6 cái 4 cái mặc ok và ổn. 2 cái để size xl mà rất chật như size m . thành ra đặt 6 mặc được 4. 2 cái kia cho nhóc em. mong shop đóng gói hàng check kỹ size với. cùng 1 size mà so 2 cái khác nhau",3,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",1,0,2
"hàng giao khá tốt nhưng vẫn còn nhiều hạn chế như vải màu khá cũ, vết ố vàng, chỉ dư còn nhiều nên lần này 3 sao nhé!",3,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",0,1,2
hàng không giống hình,3,"shop rất xin lỗi vì trải nghiệm mua hàng chưa tốt lần này. trường hợp bạn gặp phải, hãy nhắn tin ngay cho shop để shop có phương án xử lý và hỗ trợ trả hàng hoặc hoàn tiền kịp thời cho bạn ạ. shop cam đoan sẽ không bao giờ để khách hàng phải chịu thiệt thòi đâu ạ. - quần lót nam, quần sịp nam, đồ lót nam, quần xì nam, quần sịp nam coton, quần ship nam, quần lót nam boxer, sịp đùi nam, quần lót nữ, quần lót su nữ, quần lót su đúc không đường may, quần áo trẻ em, đồ bộ cho bé, bộ quần áo bé trai",0,0,1
"hàng máy xấu may ẩu xì không sửa , có cái máy hết chỉ cũng để vậy không may lại , nói chung giá rẻ lên khá ẩu",3,dạ nếu sản phẩm khiến bạn chưa hài lòng bạn có thể chat với shop để nhân viên bên shop có thể hỗ trợ cho bạn ạ !,0,0,2
