khach_cmt,rating,Unnamed: 2,shop,dvvc,sp
"mẫu quần đẹp, nhưng hơi rộng ạ  đóng gói cẩn thận, shop tư vấn rất nhiệt tình, giao hàng nhanh.",5,,0,1,2
ảnh và video mang tính chất minh họa thôi nhưng quần thì mặc siêu thích luôn đẹp lắm lên mẫu chuẩn luôn,5,,0,0,2
"sản phẩm chất lượng giao nhanh, rất ưng ý với sản phẩm sẽ tiếp tục ủng hộ shop",5,,0,1,2
sản phẩm rất tuyệt vời luôn á. em cứ tưởng màu của nó nhạt dữ lắm mà không ưng dữ lắm .,5,,0,0,2
giao hàng nhanh sản phẩm chất lượng sẽ ủng hộ tiếp lần sau….,5,,0,0,1
quần xinh lắm ạ không bị chỉ thừa nhưng tiếc là hơi rộng eo quá,5,,0,0,2
"chúc em đường dài, bờ vai vững chãi trái tim dịu dàng, tháng ngày bình yên. ",5,,0,0,0
"shop nhiệt tình, phục vụ tốt giao hàng đúng đủ sản phẩm đóng gói chắc chắn sản phẩm tốt",5,,1,0,0
"shop gói hàng chắc chắn, vì dịch nên giao hơn 10 ngày, có thể thông cảm được nha. quần màu hơi tối 1 tí. do không rõ số đo nên mua size S nên giờ chật.",5,,1,1,2
hàng chất lượng tốt đóng gói sản phẩm kỹ .,5,,0,0,2
quần đẹp nhưng mình cao 1m5 ,5,,0,0,2
quần đẹp lắm nha. đóng gói cẩn thận. mỗi tội s cái eo nhỏ dị ta.rất là nên mua luôn,5,,0,0,2
"hàng y hình, mình cao 1m5 ",5,,0,0,1
đẹp vải đẹp nhưng tôi mặc không đẹp mình cao 1m5,5,,0,0,1
bụng vừa nhưng ống quần thì bị rộng . đóng gói sản phẩm chắc chắn,5,,0,0,2
"quần đẹp mà vải cũng nhẹ lắm nha, eo mình 68 mang size L vừa vặn luôn",5,,0,0,2
"em mua thấy giá cũng rẻ quần cũng chất lượng lắm nha shop đóng gói cũng kĩ lường giao hàng nhanh nhanh viên tư vấn cũng tốt em mình cao 1m63, ủng hộ shop 5 sao",5,,1,1,1
hàng đẹp hơn mong đợi.mình cao 1m62 nặng 49kg hơi có bụng xíu mặc size L oke nha.giao hàng nhanh,5,,0,1,1
quần đẹp đóng gói cẩn thận giap hàng nhanh phục vụ tốt khá hài lòng,5,,0,0,2
"quần đẹp vừa vặn với mình, về chất liệu vải ổn, không co giãn, sử dụng lâu thì mình sẽ đánh giá lại nha",5,,0,0,2
có ai ăn gì chưa ạ à đi làm gì đấy em ơi em đi làm à chị à thế thì sao ý chứ,5,,0,0,0
"quần đẹp cực nha quý vị rấc đáng tiền nên mua, sẽ ủng hộ shop lâu",5,,0,0,2
chất quần thích dã man luôn đó. khá mền và không bị thô. rất là thích luôn,5,,0,0,2
"quần đẹp. giao hàng nhanh, đóng gói cẩn thận sẽ ủng hộ lần sau.",5,,0,1,2
sản phẩm rất đẹp ạ mọi người nên mua chất vải đỉnh của chóp luôn ạ,5,,0,0,1
"mình 1m60, cho shop 5 sao",5,,0,0,1
quần xịn nha mọi người. mà mẫu có hơi to thì phải. chưa mang thử nên không biết sao. nhưng chất vải thì oke nha,5,,0,0,2
"giao hàng khá là nhanh chóng, đóng gói cẩn thận. chất jean dày dặn, mẫu mặc đẹp mà giá cả rẻ. xứng đáng 5 sao",5,,1,1,2
"mình đã nhận hàng, chất vải quần mềm, màu ưng. tuy nhiên do mình hơi nhẹ cân nên quần hơi to và dài. so với giá tiền thì rất ưng. chúc shop đắt hàng nhé",5,,0,0,2
"chất liệu quần oke nha mọi người eo thì hơi nhỏ xíu nhưng mình cài vào vẫn là oke, sẽ giảm cân để diện quần đẹp hơn ",5,,0,0,2
shop giao hàng khá nhanh mặc dù đang dịch bệnh. quần không giống hình lắm nhưng oke so với giá.,5,,0,1,2
"mình không chụp hình quần , nhưng mà quần rất đẹp rất đáng mua nha mọi người.",5,,0,0,2
"quần vải đẹp, giao nhanh, size S nhưng lưng em mặc hơi rộng ạ",5,,0,0,2
"hình ảnh mang tính chất nhận xu, . quần đẹp nha mọi người. vừa y. mình cao 1m5",5,,0,0,2
"quần đẹp lắm , shop giao hàng nhanh , không có gì chỉ thừa mấy , mọi người nên mua nha",5,,0,0,2
"quần eo nhỏ,mẫu quần không đẹp. nhưng chăm sóc khách hàng tốt.",5,,0,0,2
mình nặng 48kg cao 1m5,5,,0,0,0
quần đẹp lắm 99.000đ mà chất lượng hơn mong đợi mọi người nên mua nha mình 1m49 nặng 35kg,5,,0,0,2
"chất lượng sản phẩm tuyệt vời, quần mặc đẹp. giao hàng nhanh.",5,,0,1,2
"vải đẹp như hình, quần đẹp, mẫu đẹp. giả rẻ, quần chất lượng. giao hàng tạm được không nhanh mà cũng không lâu",5,,0,0,2
"chất liệu vừa ý mình, giao hàng nhanh gọn, đóng gói cẩn thận. mình sẽ ghé lại.",5,,0,1,1
"chất vải oke, mặc lên chuẩn dáng lắm, cao 1m5",5,,0,0,1
"đẹp, giao hàng hơi lâu vì hàng nước ngoài, săn giảm giá nên giờài lòng, chúc mọi người sức khoẻ",5,,0,1,1
"hàng đẹp, giao hàng nhanh 2 ngày là đến, có điều mình không nghĩ quần màu sáng đến vậy",5,,0,1,1
quần khá đẹp có chỉ thừa nhưng rất ít vải mềm mại không dày dặn size S ( eo 31cm . dài 91cm . lưng quần 30cm . đùi 23cm . ống quần 13cm ) shop tư vấn nhiệt tình,5,,0,0,2
"quần đẹp, vải dày. giao khá nhanh. hộp bị móp xíu.",5,,0,0,2
"thời gian giao hàng nhanh, chất lượng sản phẩm tốt , shop gói hàng cẩn thận.",5,,0,1,1
quần đẹp lắm nha mọi người nên mua cực kì luôn á lúc mua còn được giá giảm nên rất là ưng luôn nè mà đặt đại size M mà vừa y luôn mình cao 1m5,5,,0,0,2
quần đẹp lắm nha mọi người màu cũng đẹp xỉu mà có điều hơi dài chắc tại mình lùn ,5,,0,0,2
sản phẩm giống mô tả. hình ảnh mang tính nhận xu.,5,,0,0,1
"vải hơi mỏng, đường may hơi lỗi xíu. chất lượng oke so với giá.",5,,0,0,1
"quần rất đẹp, chất màu rất đẹp, ống quần hơi rộng nếu muốn như hinh thì nên đi bóp lại",5,,0,0,2
thật sự lần này khi lấy hàng là ưng lắm luôn.43kg đặt size S là vừa y.lưng rút rút nhìn đẹp lắm nha,5,,0,0,1
quần vải oke lắm ạ. quần rẻ còn đẹp nữa. chỉ là ship hơi lâu thôi,5,,0,0,2
quần khá xinh hợp với giá tiền nhưng giao hàng hơi lâu 10 ngày mới nhận được,5,,0,0,2
"giao hàng nhanh chóng, đóng gói đẹp, giá cả phù hợp với sản phẩm.",5,,0,1,1
quần giống hình có đều mình mặc hơi dài 1 xíu . săn giảm giá giá rẻ nên không có gì để chê cả. nói chung ổn phù hợp với giá cả.( video không liên quan lắm),5,,0,0,2
quần xịn lắm mọi người ơi tưởng săn giảm giá thì hàng dởm chứ  ai mà ngờ hàng về xinh ghê đó  theo quần điểm của mình thì đáng mua nha.,5,,0,0,2
quần đẹp. mặc thoải mái. hình ảnh mang tính chất nhận xu.,5,,0,0,2
chất lượng sản phẩm tuyệt vời đóng gói chắc chắn giao hàng nhanh shop phục vụ tốt,5,,1,1,1
giao hàng nhanh mặc dù đang trong đại dịch covid 19. sẽ giới thiệu,5,,0,1,0
quần mặc rất dễ chịu. chất mềm. mình ủng hộ 5 sao,5,,0,0,2
quần mặc lên dáng đẹp. mình nặng 48kg cao 1m5,5,,0,0,2
chất và màu sắc thì oke đó nhưng chắc chỉ mấy bạn ốm ốm mình cao cao mặc được thôi vì phần eo khá là bé mua size L mà vẫn không vừa bụng còn chân thì quá dài  mình cao 1m5,5,,0,0,1
"quần đẹp dễ sợ , vải dày dặn , mình cao 1m5",5,,0,0,2
"quần màu đẹp nhưng mình mặc bị rộng quá không biết sửa có bị hỏng dáng quần không, bạn nào người nhỏ nên cân nhắc ạ",5,,0,0,2
giá rẻ mà chất ổn. mình lấy size M mà vừa bụng luôn. nhưng mình thích ngắn hơn chút nữa,5,,0,0,1
shop đóng gói hàng cẩn thận lắm ạ giao nhanh nữa. quần mình mua hộ nên không bóc được nhưng phải đẹp thì mới quay lại mua lần 2 đúng không mọi người,5,,1,1,2
"shop giao hàng rất nhanh luôn, quần đẹp cực kì, giá vậy mà được quần đẹp đáng tiền quá",5,,0,1,2
"hình ảnh mang tính chất nhận xu. rất ưng ý với sản phẩm, giá cá phù hợp.",5,,0,0,1
"quần vải không quá dày chất oke, khá xinh mình cao 1m5",5,,0,0,2
giao hàng nhanh đóng gói chất lượng hàng đẹp lắm rất là ưng luôn,5,,0,1,1
quần đẹp tiếc chân mình nhỏ nên mặc nhìn hơi rộng đóng gói rất đẹp và chắc chắn giao hàng nhanh 10 điểm cho shop,5,,0,0,2
"quần đẹp lắm luôn ạ.mình cao 1m60 nặng 47kg bụng mông vừa vặn,phần đùi xuống hơi rộng một tý. nên mua các bạn nhé,đẹp mà rẻ hình ảnh video mang tính chất nhận xu",5,,0,0,2
"shop giao hàng siêu nhanh mọi người ạ, đóng gói cẩn thận. mình 1m62 nặng 47kg size L vừa vặn, màu cũng giống hình nữa, giá thì lại rẻ quá rồi ",5,,0,1,1
"giao hàng nhanh chóng, sản phẩm tốt, dáng đẹp nên mua, cảm ơn shop",5,,0,1,1
"quần đẹp, giao hàng nhanh, vớ đẹp lắm, dày dặn. nên mua nha mọi người.",5,,0,1,2
"chất vải mịn đẹp lắm ạ, mẫu mặt lên chuẩn, ship giao hàng nhanh",5,,0,1,1
"đóng gói chắc chắn, vải đẹp, chưa mặc thử nên không biết vừa hay không, ủng hộ 5 sao",5,,0,0,1
sản phẩm tốt. hợp giá tiền. ship nhanh. đáng mua. sử dụng tốt trong mùa dịch,5,,0,1,1
"hàng gói cẩn thận ,vải quần đẹp mua được đúng dịp giảm giá nên rẻ ,1m5",5,,1,0,2
do giặt máy và chưa ủi nên giờ nhăn chứ đẹp lắm nha. mình mua 2 lần rồi,5,,0,0,1
"shop đóng gói cẩn thận, hàng giao nhanh, quần oke, có điều mình lùn quá phải cuốn lên mới vừa ",5,,1,1,2
"quần đẹp ạ, dày dặn và không có chỉ thừa, shop đóng gói hàng cẩn thận.",5,,1,0,2
"sản phầm giao nhanh. đóng gói đẹp, chất vải dày dặn, màu dễ mặt",5,,1,1,1
"chất lượng sản phẩm tuyệt vời, đóng gói sản rất đẹp và chắc chắn, shop phục vụ rất tốt",5,,1,0,1
"quần vừa vặn, mình cao 1m5",5,,0,0,2
hình ảnh mang tính lấy xu video là cận chất vải vảy dày dặn nhưng phần ống quần không đẹp lắm. (theo ý kiến của mình),5,,0,0,1
quần đẹp lên mẫu oke chất liệu tốt rất đáng tiền giao hàng nhanh ,5,,0,0,2
"thời gian nhận hàng nhanh, giao hàng như mô tả, mặc vừa vặn, cảm ơn shop",5,,0,1,1
"màu sắc y hình. chất vải tốt, màu đẹp. giao hàng nhanh, mặc rất vừa vặn",5,,0,1,1
"màu ở ngoài đẹp hơn trong hình, vải mịn mắt nên ngồi rất thoải mái, mình 1m6 nặng 47kg mặc vừa vặn luôn",5,,0,0,1
"quần chất rất đẹp, mềm, mịn. mình cao 1m5",5,,0,0,2
quần đẹp lắm nha mọi người. nên mua. vải đẹp tuyệt vời. mình cao 1m5,5,,0,0,2
"quần đẹp lắm dày dặn, shop nhiệt tình và gói hàng siêu nhanh chỉ 3 ngày là mình nhận được rồi.",5,,0,0,2
"quần đẹp, chất lượng tốt, rất ưng ạ, lần sau sẽ tiếp tục ủng hộ ạ",5,,0,0,2
"hàng rất là oke , quần y hình , giao hàng nhanh , nói chung là oke sẽ ủng hộ shop tiếp",5,,0,1,1
"dạ sản phẩm tốt, màu đẹp ạ, shop rất nhiệt tình, giao hàng nhanh và phục vụ cẩn thận",5,,0,1,1
"chất lượng sản phẩm tuyệt vời, đóng gói kỹ càng, cho shop 5 sao luôn nè",5,,0,0,1
quần vừa rẻ vừa đẹp rất ưng như mọi người. shop đóng gói cẩn thận lắm nè.,5,,0,0,2
xinh lắm luôn đó mà hơi dài so với mình.,5,,0,0,1
"giao hàng nhanh, từ trong Nam ra Hà Nội có 3 ngày, chất vải ổn, phù hợp với giá",5,,0,1,2
"giao hàng nhanh, quần mẫu ổn nha, giống hình. mình 1m62, ủng hộ shop 5 sao",5,,0,1,2
"giao hàng cực nhanh, mới đặt hôm qua hôm nay đã có mỗi tội mình hơi nhỏ nên mặc thấy hơi to và dài, không biết có nên đi bóp không nhỉ",5,,0,1,0
phải nói là lần mua quần ưng nhất của mình. mình bị đùi to và rất khó để mua quần trực tuyến nhưng mà mình mua được cái quần rất đẹp vừa vặn có điều hơi chật eo mình. nên mua nha mọi người,5,,0,0,2
quần đẹp mà thơm lắm ạ shop vô cùng chu đáo tuy nhiên mình mua size L mặc hơi khít,5,,0,0,2
"đóng gói sản phẩm rất đẹp và chắc chắn, thời gian giao hàng rất nhanh.",5,,1,1,0
"tuy đợi hàng hơi lâu nhưng mà rất đáng đó mọi người.hàng đẹp xịn, rẻ nữa tội gì mà không mua dùng.lần đầu mình mua mà ưng cái bụng ghê á.chắc chắc không sai đâu nha mọi người.shop nhiệt tình trả lời tin nhắn của mình nha",5,,0,1,1
sản phẩm hợp với giá tiền shop tư vấn nhiệt tình sẽ tiếp tục ủng hộ shop,5,,1,0,1
shop gói hàng cực kì đẹp quần mình nhận được cũng rất ưng ý màu đẹp như ảnh nhé size S mình nhận được dài 96 ống ngang đùi tầm 25,5,,1,0,2
"ưng lắm luôn, giá rẻ mà lại đẹp, chất vải oke lắm, giao hàng cũng nhanh",5,,0,1,1
"quần đẹp , vải oke , mặc mẫu rất chuẩn nên mua nha mọi người",5,,0,0,2
"quần xinh lắm, rẻ mà chất lượng oke nè mình cao 1m5",5,,0,0,2
"quần rất đẹp, vải oke nhưng size M hơi to và dài so với mình. nhưng vẫn rất ổn. mọi người nên mua nha",5,,0,0,2
quần bó mông nha mọi người ai eo thơn mặc đẹp lắm còn mình thì phải đổi size,5,,0,0,2
"chất vải và màu giống hình, nhưng mẫu hơi lớn so với mình nghĩ. ống quần trông rộng hơn so với hình mẫu mặc, nhưng không sao bóp vô 1 tí là được",5,,0,0,2
"vải quần đẹp, mình cao 1m5",5,,0,0,2
hàng đẹp không nghĩ là với mức giá đó lại được quần chất lượng như vậy nên mua nên mua,5,,0,0,2
"thời gian giao hàng nhanh hàng đúng với hình chất liệu oke, size quần chuẩn.",5,,0,1,1
quần đẹp dã man luôn. mới 6 ngày là nhận được hàng rồi. mẫu quần đẹp với vải dày dặn nha,5,,0,0,2
"giao hàng nhanh với hàng cẩn thận, giá cả lại phảy chàng tuy nhiên quần vẫn bị nhiều dằm.",5,,0,1,1
"shop giao hàng nhanh sản phẩm đẹp lắm ạ, mình mua vừa khít luôn hàng đẹp ạ",5,,0,1,1
quá ưng là xinh xẻo với giá có 100 cành thì quá oke từ mẫu tới chất vải có điều hơi chật bụng một tí nhưng đẹp,5,,0,0,1
hàng nhận được rất đẹp và đúng với ảnh mẫu nhưng do dịch nên giao hỏi lâu,5,,0,1,1
quần xinh xỉu  phù hợp giá tiền rất ưng ý luôn ấy . giao hàng nhanh nữa,5,,0,0,2
"giao hàng nhanh, đóng gói cẩn thận, mỗi tội nhìn ống là dáng thụng nên trông đùi hơi to",5,,0,1,1
quần đẹp hơn mong đợi ạ giao hàng nhanh . chất liệu vãi oke lắm …. mọi người nên mua nha ,5,,0,0,2
"quần đẹp, phù hợp giá tiền. shop tư vấn nhiệt tình.",5,,0,0,2
giao hàng nhanh quần chất đẹp nhưng hơi dài cạp cao lần sau ủng hộ shop,5,,0,1,2
shop rất oke đáng mua nè hàng giao nhanh. đồ ổn đẹp đúng mẫu xịn,5,,0,1,1
thời gian giao hàng hơi lâu xíu đóng gói sản phẩm cẩn thận và chắc chắn,5,,0,1,0
"hàng shop đóng gói cẩn thận nhé,nhận hàng y như hình đăng luôn mà chủ shop đáng yêu cực,mình không có chụp lại quần nhưng mà nó đẹp",5,,1,0,0
đẹp thật sự từ vãi đến đường may đều rất đẹp săn được giảm giá mà vừa rẻ vừa chất lượng,5,,0,0,1
1m65 ,5,,0,0,0
rất oke . tiếc bụng mình bị hơi chặt xíu . chất vải xịn xò so với giá . lần sau ủng hộ tiếp,5,,0,0,1
"vải đẹp, rẻ, dày dặn, mình nặng 50kg",5,,0,0,1
quần siêu đẹp mọi người nên mua nha quần cực đẹp rẻ quá rẻ xuất sắc,5,,0,0,2
"nhận được hàng mặc thử vừa vặn, chất lượng khá ổn, đóng gói cẩn thận, nói chung là ưng ý.",5,,0,0,1
lúc đầu định nhờ shop đổi xuống size M nhưng mà do quá tải nên không đổi. mà quần về mặc vừa luôn hên thiệt sự  nếu đổi là mặc không vừa. bạn nào tầm 1m5,5,,1,0,0
"quần đẹp , đóng gói sản phẩm rất đẹp, chất lượng sản phẩm tuyệt vời",5,,0,0,2
